0.0287356,1.09449e-13,1.088e-14
0.0574713,1.17882e-13,9.00553e-15
0.0862069,1.48996e-13,1.21432e-14
0.114943,1.70846e-13,1.40148e-14
0.143678,2.00002e-13,1.63346e-14
0.172414,2.441e-13,1.79152e-14
0.201149,2.67812e-13,1.87494e-14
0.229885,3.00865e-13,2.17687e-14
0.258621,3.38879e-13,2.26645e-14
0.287356,3.66726e-13,2.3734e-14
0.316092,4.01801e-13,2.62303e-14
0.344828,4.3186e-13,2.58829e-14
0.373563,4.64285e-13,3.10143e-14
0.402299,5.01616e-13,3.0663e-14
0.431034,5.30073e-13,3.86628e-14
0.45977,5.81464e-13,4.06827e-14
0.488506,6.22248e-13,4.55485e-14
0.517241,6.73793e-13,4.62156e-14
0.545977,7.20696e-13,5.1834e-14
0.574713,7.56741e-13,5.30852e-14
0.603448,8.04885e-13,5.48927e-14
0.632184,8.59862e-13,5.80816e-14
0.66092,8.9062e-13,5.74745e-14
0.689655,9.62194e-13,6.05557e-14
0.718391,9.90292e-13,6.09359e-14
0.747126,1.0381e-12,6.19603e-14
0.775862,1.07228e-12,6.10457e-14
0.804598,1.11522e-12,6.402e-14
0.833333,1.16198e-12,6.44371e-14
0.862069,1.17872e-12,6.45305e-14
0.890805,1.21826e-12,6.47711e-14
0.91954,1.25345e-12,6.51092e-14
0.948276,1.2848e-12,6.94711e-14
0.977011,1.31763e-12,7.1507e-14
1.00575,1.35296e-12,7.57703e-14
1.03448,1.37848e-12,7.76065e-14
1.06322,1.42512e-12,8.32425e-14
1.09195,1.4517e-12,8.49346e-14
1.12069,1.47736e-12,8.80152e-14
1.14943,1.51114e-12,9.02419e-14
1.17816,1.5371e-12,9.06142e-14
1.2069,1.56255e-12,9.42729e-14
1.23563,1.57373e-12,9.39424e-14
1.26437,1.61191e-12,9.77006e-14
1.2931,1.63065e-12,1.00185e-13
1.32184,1.64936e-12,1.0406e-13
1.35057,1.67981e-12,1.08656e-13
1.37931,1.69539e-12,1.14364e-13
1.40805,1.72548e-12,1.18375e-13
1.43678,1.71936e-12,1.21345e-13
