0.0287356,9.9164e-14,1.44437e-14
0.0574713,1.36566e-13,1.70799e-14
0.0862069,1.83301e-13,2.48021e-14
0.114943,2.31843e-13,2.70387e-14
0.143678,2.73732e-13,3.04136e-14
0.172414,3.27797e-13,3.77756e-14
0.201149,3.57849e-13,3.88423e-14
0.229885,4.08145e-13,4.62856e-14
0.258621,4.32205e-13,5.05497e-14
0.287356,4.53415e-13,5.18929e-14
0.316092,4.63064e-13,5.34895e-14
0.344828,4.77356e-13,5.63472e-14
0.373563,4.91892e-13,6.20278e-14
0.402299,5.04856e-13,6.32011e-14
0.431034,5.13801e-13,6.17124e-14
0.45977,5.22991e-13,6.18689e-14
0.488506,5.55963e-13,6.20004e-14
0.517241,5.80934e-13,6.49127e-14
0.545977,5.90099e-13,6.45553e-14
0.574713,6.01649e-13,6.38832e-14
0.603448,6.21016e-13,6.41186e-14
0.632184,6.10907e-13,6.14067e-14
0.66092,6.17007e-13,6.41614e-14
0.689655,6.08567e-13,6.36013e-14
0.718391,6.10125e-13,6.34093e-14
0.747126,6.07927e-13,6.36136e-14
0.775862,5.98015e-13,6.21456e-14
0.804598,5.91577e-13,5.94207e-14
0.833333,5.77277e-13,5.41167e-14
0.862069,5.80868e-13,5.21685e-14
0.890805,5.6686e-13,4.55977e-14
0.91954,5.72769e-13,4.35667e-14
0.948276,5.75532e-13,4.35729e-14
0.977011,5.83636e-13,4.27677e-14
1.00575,5.79315e-13,4.43515e-14
1.03448,5.8583e-13,4.29681e-14
1.06322,5.81871e-13,4.08307e-14
1.09195,5.91089e-13,3.93453e-14
1.12069,5.85278e-13,3.82248e-14
1.14943,5.85227e-13,4.08925e-14
1.17816,5.98744e-13,3.97302e-14
1.2069,5.88914e-13,4.12738e-14
1.23563,5.90942e-13,4.40734e-14
1.26437,5.91748e-13,4.63274e-14
1.2931,5.94799e-13,4.6169e-14
1.32184,5.95973e-13,4.69583e-14
1.35057,5.9734e-13,4.66943e-14
1.37931,5.95297e-13,4.70019e-14
1.40805,5.91844e-13,4.75743e-14
1.43678,5.9555e-13,4.90344e-14
