0.0287356,4.52638e-14
0.0574713,5.35827e-14
0.0862069,5.7197e-14
0.114943,6.79332e-14
0.143678,7.54757e-14
0.172414,8.68922e-14
0.201149,8.90603e-14
0.229885,1.00419e-13
0.258621,1.07623e-13
0.287356,1.09893e-13
0.316092,1.14877e-13
0.344828,1.22679e-13
0.373563,1.3368e-13
0.402299,1.38131e-13
0.431034,1.49166e-13
0.45977,1.62032e-13
0.488506,1.65001e-13
0.517241,1.72466e-13
0.545977,1.81807e-13
0.574713,1.92009e-13
0.603448,1.97298e-13
0.632184,2.03739e-13
0.66092,2.14182e-13
0.689655,2.14514e-13
0.718391,2.19177e-13
0.747126,2.31334e-13
0.775862,2.34652e-13
0.804598,2.40025e-13
0.833333,2.4721e-13
0.862069,2.5109e-13
0.890805,2.58659e-13
0.91954,2.60526e-13
0.948276,2.73314e-13
0.977011,2.80702e-13
1.00575,2.83472e-13
1.03448,2.86134e-13
1.06322,2.89661e-13
1.09195,2.92939e-13
1.12069,2.93695e-13
1.14943,2.98682e-13
1.17816,3.04221e-13
1.2069,3.07226e-13
1.23563,3.15156e-13
1.26437,3.19418e-13
1.2931,3.21449e-13
1.32184,3.24311e-13
1.35057,3.28703e-13
1.37931,3.28404e-13
1.40805,3.27356e-13
1.43678,3.30883e-13
1.46552,3.3031e-13
1.49425,3.26903e-13
1.52299,3.33203e-13
1.55172,3.36473e-13
1.58046,3.41493e-13
1.6092,3.3751e-13
1.63793,3.37313e-13
1.66667,3.41596e-13
1.6954,3.36703e-13
1.72414,3.39431e-13
1.75287,3.38233e-13
1.78161,3.40293e-13
1.81034,3.3697e-13
1.83908,3.35974e-13
1.86782,3.37025e-13
1.89655,3.38973e-13
1.92529,3.39511e-13
1.95402,3.38207e-13
1.98276,3.36882e-13
2.01149,3.30959e-13
2.04023,3.33147e-13
2.06897,3.32777e-13
2.0977,3.3405e-13
2.12644,3.34468e-13
2.15517,3.27613e-13
2.18391,3.30635e-13
2.21264,3.29678e-13
2.24138,3.25055e-13
2.27011,3.27151e-13
2.29885,3.26966e-13
2.32759,3.28027e-13
2.35632,3.33579e-13
2.38506,3.33414e-13
2.41379,3.33531e-13
2.44253,3.4181e-13
2.47126,3.44869e-13
2.5,3.43611e-13
2.52874,3.4017e-13
2.55747,3.418e-13
2.58621,3.4382e-13
2.61494,3.40536e-13
2.64368,3.45104e-13
2.67241,3.44493e-13
2.70115,3.42751e-13
2.72989,3.45589e-13
2.75862,3.47131e-13
2.78736,3.41133e-13
2.81609,3.43736e-13
2.84483,3.44154e-13
2.87356,3.4271e-13
2.9023,3.43077e-13
2.93103,3.41273e-13
2.95977,3.46317e-13
2.98851,3.46434e-13
3.01724,3.44481e-13
3.04598,3.47314e-13
3.07471,3.47314e-13
3.10345,3.39918e-13
3.13218,3.38345e-13
3.16092,3.40891e-13
3.18966,3.43457e-13
3.21839,3.47338e-13
3.24713,3.5003e-13
3.27586,3.55852e-13
3.3046,3.57579e-13
3.33333,3.59234e-13
3.36207,3.64945e-13
3.3908,3.73047e-13
3.41954,3.7768e-13
3.44828,3.8364e-13
3.47701,3.90352e-13
3.50575,3.95256e-13
3.53448,4.02035e-13
3.56322,4.05288e-13
3.59195,4.11584e-13
3.62069,4.14455e-13
3.64943,4.15687e-13
3.67816,4.20786e-13
3.7069,4.21176e-13
3.73563,4.30719e-13
3.76437,4.32701e-13
3.7931,4.3955e-13
3.82184,4.41272e-13
3.85057,4.35326e-13
3.87931,4.42044e-13
3.90805,4.38194e-13
3.93678,4.39981e-13
3.96552,4.40016e-13
3.99425,4.3718e-13
4.02299,4.26357e-13
4.05172,4.26618e-13
4.08046,4.36866e-13
4.1092,4.39054e-13
4.13793,4.40493e-13
4.16667,4.40928e-13
4.1954,4.44599e-13
4.22414,4.42577e-13
4.25287,4.38243e-13
4.28161,4.37984e-13
4.31034,4.40411e-13
